"name","url","portal","status","http_code","final_url","body_len","null_bytes","php_error","is_blank","auth_gate","local_bytes","notes","screenshot","permission"
"Risk management","https://admin.olasentra.com/admin/workforce-risk.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","3957","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Event staffing","https://admin.olasentra.com/admin/event-staffing.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","4400","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Compliance","https://admin.olasentra.com/admin/compliance-centre.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","4260","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Documents","https://admin.olasentra.com/admin/staff-documents.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","4249","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Smart search","https://admin.olasentra.com/admin/staff-search.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","7423","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Availability","https://admin.olasentra.com/admin/staff-availability.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","8310","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Reports","https://admin.olasentra.com/admin/operations-reports.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","4528","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Executive","https://admin.olasentra.com/admin/executive-dashboard.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","5940","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Audit logs","https://admin.olasentra.com/admin/compliance-audit.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","5377","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Event rostering","https://admin.olasentra.com/admin/event-rostering.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","13801","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Recruitment","https://admin.olasentra.com/admin/recruitment-centre.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","7664","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Training","https://admin.olasentra.com/admin/training-centre.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","5683","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Payroll prep","https://admin.olasentra.com/admin/payroll-centre.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","5771","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Communications","https://admin.olasentra.com/admin/communication-centre.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","82","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Incidents","https://admin.olasentra.com/admin/incident-centre.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","7398","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Clients","https://admin.olasentra.com/admin/client-centre.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","7076","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Contracts","https://admin.olasentra.com/admin/contracts-centre.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","80","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Automation","https://admin.olasentra.com/admin/ops-automation.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","4217","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Invoices","https://admin.olasentra.com/admin/invoices.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","9292","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Export","https://admin.olasentra.com/admin/export-staff.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","3373","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Forms","https://admin.olasentra.com/admin/forms.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","2842","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Apply admin","https://admin.olasentra.com/admin/apply-portal.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","811","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Health","https://admin.olasentra.com/admin/system-health.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","4732","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Feature flags","https://admin.olasentra.com/admin/feature-flags.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","6175","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Settings","https://admin.olasentra.com/admin/settings-site.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","10638","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Data integrity","https://admin.olasentra.com/admin/data-integrity.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","10573","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Activity","https://admin.olasentra.com/admin/audit-log.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","2663","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Users","https://admin.olasentra.com/admin/users.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","8795","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Go live","https://admin.olasentra.com/admin/go-live.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","12799","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Website CMS","https://admin.olasentra.com/admin/website-global.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","9265","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Ops checklist","https://admin.olasentra.com/admin/ops-checklist.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","6614","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Visitors","https://admin.olasentra.com/admin/visitor-locations.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","6700","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Geo audits","https://admin.olasentra.com/admin/geo-audits.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","8927","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Mobile portal","https://admin.olasentra.com/admin/mobile-portal.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","74","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Scan check-in","https://admin.olasentra.com/admin/scan-checkin.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","2692","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Google Sheets","https://admin.olasentra.com/admin/google-sheets-control.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","15171","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Backup center","https://admin.olasentra.com/admin/backup-center.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","4310","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Trust scores","https://admin.olasentra.com/admin/trust-scores.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","3177","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Command center","https://admin.olasentra.com/admin/command-center.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","5904","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Unified inbox","https://admin.olasentra.com/admin/unified-inbox.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","6211","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Payroll intelligence","https://admin.olasentra.com/admin/payroll-intelligence.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","4825","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Job records","https://admin.olasentra.com/admin/job-records.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","7407","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Personal invoices","https://admin.olasentra.com/admin/personal-invoices.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","11929","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Same-day conflicts","https://admin.olasentra.com/admin/same-day-conflicts.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","5812","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Cleanup report","https://admin.olasentra.com/admin/cleanup-report.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","6799","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
"Roster diagnostic","https://admin.olasentra.com/admin/roster-diagnostic.php","admin","WARNING","200","https://admin.olasentra.com/admin/login.php","4823","674","False","False","True","2945","Null-byte prefix (674 chars) - file corruption risk","BLOCKED - no session cookie","UNVERIFIED - requires authenticated session"
